蓝光频道,#genre#
CCTV7,rtmp://ivi.bupt.edu.cn:1935/livetv/cctv7hd
CCTV7,http://39.135.138.59:18890/PLTV/88888910/224/3221225624/index.m3u8
CCTV7,http://39.135.138.59:18890/PLTV/88888910/224/3221225821/index.m3u8
CCTV7,http://39.135.138.59:18890/PLTV/88888910/224/3221225644/index.m3u8
CCTV8,http://39.135.138.59:18890/PLTV/88888910/224/3221225635/index.m3u8
CCTV8,http://ivi.bupt.edu.cn/hls/cctv8hd.m3u8
CCTV8,rtmp://ivi.bupt.edu.cn:1935/livetv/cctv8hd
CCTV8,http://39.135.138.59:18890/PLTV/88888910/224/3221225631/index.m3u8
CCTV8,http://223.110.247.161:6610/cntv/live1/HD-2500k-1080P-cctv8/HD-2500k-1080P-cctv8
CCTV9,http://39.135.138.59:18890/PLTV/88888910/224/3221225626/index.m3u8
CCTV9,rtmp://ivi.bupt.edu.cn:1935/livetv/cctv9hd
CCTV9,http://39.135.138.59:18890/PLTV/88888910/224/3221225846/index.m3u8
CCTV9,http://39.135.138.59:18890/PLTV/88888910/224/3221225646/index.m3u8
CCTV10,http://101.71.255.229:6610/zjhs/2/10084/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV10,rtmp://ivi.bupt.edu.cn:1935/livetv/cctv10hd
CCTV10,http://39.135.138.59:18890/PLTV/88888910/224/3221225627/index.m3u8
